NHD_new,VALUE_11,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_41,VALUE_42,VALUE_43,VALUE_52,VALUE_71,VALUE_81,VALUE_82,VALUE_90,VALUE_95,SUM,LDI_streams_no_water,LDI_streams,LkAcres,Perimeter,BASIN_NAME,M_BASIN_ID,M_BAS_NAME,PWL_ID,NAME,BASIN,Ws_Acres,LAKE_ID,Location_I,Long,Lat,Region,County,Type,LocType
W02020004002877,88200,0,0,0,0,0,24300,1800,10800,0,0,0,0,3600,0,128700,1,1.00000777,26.5544,1641.926679,Mohawk River Main Stem,12,Mohawk River Basin,1201-0181,"Dexter, Spectacle and Dry Lakes",Mohawk River,294.6826477,1201DEX0759,1201DEX0759_C,-74.5990982,43.2471008,5,Fulton,Lake,Centroid
W04140102001246,55800,0,0,0,0,0,40500,12600,7200,0,0,0,0,12600,1800,130500,1,1.000007663,11.0747,1499.730276,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,372.5076904,0303UWB0016,0303UWB0016_C,-75.9599991,43.4861984,7,Oswego,Lake,Centroid
W02020004002882,14400,0,0,0,0,0,16200,5400,7200,0,0,0,0,63000,43200,149400,1,1.000006693,9.77596344,1471.756898,West Canada Creek,12,Mohawk River Basin, , , ,199.5650482,,,0,0,0,,,
W02020004002927,73800,0,0,0,0,0,30600,24300,23400,0,0,0,0,0,900,153000,1,1.000006536,33.6397,1710.356399,Mohawk River Main Stem,12,Mohawk River Basin,1201-0140,Woodworth Lake,Mohawk River,410.4832764,1201WOO0690,1201WOO0690_C,-74.3361969,43.1197014,5,Fulton,Lake,Centroid
W04120102000679,49500,0,0,0,0,0,63000,900,41400,0,0,0,0,0,0,154800,1,1.00000646,11.412,999.2288596,"Eastern Lake Erie (Big Sister, 18 Mile Creeks)",1,Lake Erie-Niagara River Basin, , , ,102.6649017,,,0,0,0,,,
W04140101000876,74700,0,0,0,0,0,27000,900,7200,0,0,0,0,16200,36000,162000,1,1.000006173,15.5454,1411.941118,Lake Ontario Central Section,3,Lake Ontario & Minor Tribs., , , ,65.3713684,0302UWB0080,0302UWB0080_C,-76.7844009,43.3097,8,Wayne,Lake,Centroid
W02020004002785,124200,0,0,0,0,0,0,2700,0,0,0,0,0,33300,4500,164700,1,1.000006072,45.1471,1816.669212,West Canada Creek,12,Mohawk River Basin,1203-0058,Mill Creek Lake,Mohawk River,233.5648499,1203MIL0849,1203MIL0849_C,-74.8900986,43.417099,6,Herkimer,Lake,Centroid
W02020004002965,1800,0,0,0,0,0,9000,1800,23400,0,0,0,0,91800,44100,171900,1,1.000005817,20.1475,1558.220618,Mohawk River Main Stem,12,Mohawk River Basin, , , ,579.5792847,,,0,0,0,,,
W02020004002925,16200,0,0,0,0,0,9900,29700,5400,0,0,0,0,97200,37800,196200,1,1.000005097,30.6066,2369.153759,Mohawk River Main Stem,12,Mohawk River Basin, , , ,503.591156,1201UWB5280,1201UWB5280_C,-74.4357986,43.1526985,5,Fulton,Lake,Centroid
W04140102001195,45000,0,0,0,0,0,20700,4500,0,0,0,0,0,156600,16200,243000,1,1.000004115,26.8532,2480.457402,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,316.2737122,0303UWB5136,0303UWB5136_C,-75.8744965,43.5978012,7,Oswego,Lake,Centroid
W02020004002722,29700,0,0,0,0,0,900,79200,3600,0,0,0,0,138600,8100,260100,1,1.000003845,21.3077,1884.117529,West Canada Creek,12,Mohawk River Basin,1203-0003,"Beaver Pond, Poor Lake",Mohawk River,293.1230469,1203POO0919,1203POO0919_C,-74.7031021,43.5648994,5,Hamilton,Lake,Centroid
W02020005000907,32400,0,0,0,0,0,171000,7200,57600,0,0,0,0,3600,0,271800,1,1.000003679,10.4098,983.8984818,Schoharie Creek * (w/I NY watershed),12,Mohawk River Basin, , , ,307.1532898,1202TAN0655D,1202TAN0655D_C,-74.1596985,42.2112999,4,Greene,Lake,Centroid
W04140102005425,0,0,0,0,0,0,122400,40500,36900,0,0,0,0,111600,5400,316800,1,1.000003157,7.096723284,902.2986372,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,988.2993774,,,0,0,0,,,
W02020004002822,14400,0,0,0,0,0,28800,55800,51300,0,0,0,0,196200,26100,372600,1,1.000002684,8.708827647,1015.480301,West Canada Creek,12,Mohawk River Basin, , , ,423.1231689,,,0,0,0,,,
W02020004002809,41400,0,0,0,0,0,253800,16200,75600,0,0,0,0,87300,1800,476100,1,1.0000021,15.0042,1159.438246,Mohawk River Main Stem,12,Mohawk River Basin, , , ,518.9118652,1201FER0778,1201FER0778_C,-74.6227036,43.3260002,5,Hamilton,Lake,Centroid
W04140102001186,9900,0,0,0,0,0,424800,32400,0,0,0,0,0,248400,18900,734400,1,1.000001362,9.852198007,1278.823837,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,980.5714722,0303UWB5065,0303UWB5065_C,-75.8647995,43.6619987,7,Oswego,Lake,Centroid
W02020004002837,0,0,0,0,0,0,354600,107100,123300,0,0,0,0,178200,42300,805500,1,1.000001241,7.053764496,943.8291164,West Canada Creek,12,Mohawk River Basin, , , ,1249.567993,,,0,0,0,,,
W04140102001178,1800,0,0,0,0,0,540900,0,14400,0,0,0,0,218700,55800,831600,1,1.000001203,15.8784,1989.39522,Lake Ontario Eastern Section,3,Lake Ontario & Minor Tribs., , , ,575.4024658,0303UWB5061,0303UWB5061_C,-75.7801971,43.6786995,7,Oswego,Lake,Centroid
W02020004002947,183600,0,0,0,0,0,326700,288900,93600,0,0,0,0,63900,7200,963900,1,1.000001037,56.6403,2893.195815,Mohawk River Main Stem,12,Mohawk River Basin,1201-0164,Hillabrandt Vly,Mohawk River,1294.048706,1201HIL0713,1201HIL0713_C,-74.5529022,43.1166992,5,Fulton,Lake,Centroid
